Date,Country,Region,EV Sales,Market Share %
2021-09-30,New Zealand,North America,2114,6.666876911917752
2021-09-30,New Zealand,North America,7735,6.666666666666667
2021-09-30,New Zealand,North America,32790,6.666666666666667
2021-09-30,Norway,Europe,8847,6.6667169037858685
2021-09-30,Norway,Europe,31049,6.666666666666667
2021-09-30,South Korea,Oceania,6313,6.66673706887448
2021-09-30,South Korea,Oceania,5454,6.666666666666667
2021-09-30,South Korea,Oceania,3366,6.666666666666667
2021-09-30,South Korea,Oceania,1520,6.666666666666667
2021-10-31,Austria,Europe,3996,6.666666666666667
2021-10-31,Belgium,Asia,1591,6.6669460274891055
2021-10-31,Canada,South America,3518,6.666666666666667
2021-10-31,Denmark,Asia,1466,6.666666666666667
2021-10-31,Denmark,Asia,64082,6.666673602232143
2021-10-31,Denmark,Asia,2602,6.666837479822696
2021-10-31,Italy,North America,35749,6.666666666666667
2021-10-31,Italy,North America,5147,6.666753017978342
2021-10-31,Italy,North America,3212,6.666666666666667
2021-10-31,Netherlands,North America,11630,6.666666666666667
2021-10-31,Netherlands,Europe,854,6.667187134046373
2021-10-31,Netherlands,Europe,6625,6.666733753295631
2021-10-31,New Zealand,North America,8168,6.666721079995757
2021-10-31,Norway,Europe,155504,6.666666666666667
2021-10-31,South Korea,South America,40393,6.666666666666667
2021-10-31,South Korea,Asia,1679,6.666931385006353
2021-11-30,Australia,Asia,7049,6.666666666666667
2021-11-30,Belgium,Asia,21777,6.666666666666667
2021-11-30,Canada,Asia,1293,6.666666666666667
2021-11-30,Denmark,Asia,2761,6.666827642826098
2021-11-30,Denmark,Asia,13059,6.666666666666667
2021-11-30,Denmark,South America,13966,6.66669849013552
2021-11-30,Denmark,Asia,661,6.667339116401048
2021-11-30,Denmark,South America,40637,6.6666776036249455
2021-11-30,Denmark,Asia,51789,6.666666666666667
2021-11-30,Finland,North America,1572,6.6669494041307935
2021-11-30,Italy,Asia,134904,6.666666666666667
2021-11-30,Italy,North America,14549,6.666697214916099
2021-11-30,Italy,South America,7224,6.666666666666667
2021-11-30,Japan,North America,8118,6.666666666666667
2021-11-30,Japan,North America,2489,6.666666666666667
2021-11-30,Japan,North America,47807,6.666675963319128
2021-11-30,Netherlands,North America,1955,6.666666666666667
2021-11-30,Netherlands,North America,4057,6.666776218490157
2021-11-30,New Zealand,North America,80490,6.666666666666667
2021-11-30,New Zealand,North America,17693,6.666691786551317
2021-11-30,South Korea,Asia,1660,6.666934415036748
2021-12-31,Austria,Europe,4452,6.666666666666667
2021-12-31,Austria,Europe,17008,6.666692798262772
2021-12-31,Belgium,Oceania,7912,6.666722840603645
2021-12-31,Belgium,Asia,8219,6.666720742350994
2021-12-31,Canada,Asia,4950,6.666666666666667
2021-12-31,Denmark,Asia,63711,6.666666666666667
2021-12-31,Denmark,Asia,23074,6.666685928421394
2021-12-31,Denmark,South America,526,6.667511725186969
2021-12-31,India,Europe,2554,6.666840690177243
2021-12-31,Italy,North America,76697,6.666672461480425
2021-12-31,Italy,North America,24751,6.666666666666667
2021-12-31,Italy,Asia,860,6.666666666666667
2021-12-31,Netherlands,North America,516,6.667528104406253
2021-12-31,Netherlands,Europe,3076,6.666811157589024
2021-12-31,Norway,Europe,45827,6.666666666666667
2021-12-31,South Korea,South America,16597,6.666693445375451
2022-01-31,Belgium,Oceania,3509,6.666793327506934
2022-01-31,Belgium,Oceania,3577,6.666790919595929
2022-01-31,Belgium,Oceania,1251,6.666666666666667
2022-01-31,Belgium,Oceania,5064,6.666754433312708
2022-01-31,Belgium,Oceania,4819,6.666666666666667
2022-01-31,Belgium,Oceania,537,6.666666666666667
2022-01-31,Canada,South America,1816,6.666666666666667
2022-01-31,Denmark,Asia,13292,6.666700103822368
2022-01-31,Finland,North America,753,6.667256950593235
2022-01-31,Finland,North America,2897,6.666820085607769
2022-01-31,Germany,Asia,336,6.667989680492162
2022-01-31,India,Europe,3390,6.666666666666667
2022-01-31,India,Europe,3410,6.666666666666667
2022-01-31,Italy,South America,8135,6.666721300727725
2022-01-31,Italy,North America,5089,6.666754002148453
2022-01-31,Italy,North America,2287,6.666861007462686
2022-01-31,Italy,South America,931,6.666666666666667
2022-01-31,Japan,Asia,16649,6.666693361736888
2022-01-31,Japan,Asia,2366,6.666666666666667
2022-01-31,Netherlands,Europe,14237,6.666697884375848
2022-01-31,Netherlands,Europe,293,6.666666666666667
2022-01-31,New Zealand,North America,1828,6.666909807068092
2022-01-31,South Korea,Oceania,2226,6.666666666666667
2022-01-31,South Korea,Oceania,8638,6.666666666666667
2022-01-31,South Korea,Oceania,4616,6.666666666666667
2022-02-28,Australia,Asia,248,6.668459263242807
2022-02-28,Australia,Asia,22301,6.666666666666667
2022-02-28,Austria,Europe,4385,6.666768023839206
2022-02-28,Belgium,Asia,4650,6.666666666666667
2022-02-28,Canada,South America,6040,6.666666666666667
2022-02-28,Denmark,South America,849,6.666666666666667
2022-02-28,Denmark,South America,470,6.666666666666667
2022-02-28,Denmark,South America,2184,6.666870173082207
2022-02-28,Germany,Asia,22317,6.666686581788419
2022-02-28,Germany,Asia,19668,6.666666666666667
2022-02-28,Italy,Asia,3318,6.666666666666667
2022-02-28,Italy,South America,7605,6.666666666666667
2022-02-28,Italy,Asia,8733,6.666666666666667
2022-02-28,Japan,North America,2964,6.666666666666667
2022-02-28,Japan,Asia,7165,6.666666666666667
2022-02-28,New Zealand,North America,4016,6.666777336941185
2022-02-28,New Zealand,North America,10149,6.666666666666667
2022-02-28,New Zealand,North America,1032,6.666666666666667
2022-02-28,South Korea,Asia,156,6.669516887558785
2022-02-28,South Korea,Oceania,9853,6.666666666666667
2022-02-28,South Korea,Oceania,3615,6.666666666666667
2022-03-31,Austria,Europe,5206,6.666752039339728
2022-03-31,Austria,Europe,9412,6.66671388804284
2022-03-31,Austria,Europe,3124,6.666666666666667
2022-03-31,Belgium,Oceania,14099,6.666666666666667
2022-03-31,Belgium,Asia,7966,6.666722459808015
2022-03-31,Denmark,South America,11227,6.6667062540082185
2022-03-31,Denmark,South America,9493,6.6667134851187555
2022-03-31,Denmark,Asia,4210,6.666666666666667
2022-03-31,Denmark,Asia,1506,6.666666666666667
2022-03-31,Denmark,Asia,98121,6.666671196224523
2022-03-31,Denmark,South America,21435,6.666687401251539
2022-03-31,Germany,Asia,6297,6.666737247760815
2022-03-31,India,Europe,37023,6.6666786712380075
2022-03-31,India,Europe,10500,6.666666666666667
2022-03-31,India,Europe,9182,6.666715070900101
2022-03-31,India,Europe,1519,6.666959269662922
2022-03-31,Italy,Asia,372,6.666666666666667
2022-03-31,Italy,North America,3413,6.666796890260578
2022-03-31,Italy,Asia,1240,6.666666666666667
2022-03-31,Italy,North America,545,6.666666666666667
2022-03-31,Netherlands,Europe,176,6.666666666666667
2022-03-31,Norway,Europe,340,6.666666666666667
2022-03-31,South Korea,South America,60785,6.666673978420092
2022-03-31,South Korea,Asia,1020,6.667102424995097
2022-03-31,South Korea,Asia,2998,6.666814916942783
2022-04-30,Australia,Asia,54238,6.666666666666667
2022-04-30,Austria,Europe,745,6.666666666666667
2022-04-30,Austria,Europe,7846,6.666666666666667
2022-04-30,Austria,Europe,20991,6.666666666666667
2022-04-30,Denmark,Asia,2453,6.666847855628635
2022-04-30,Denmark,South America,18593,6.666666666666667
2022-04-30,Denmark,South America,916,6.666666666666667
2022-04-30,Denmark,Asia,436,6.666666666666667
2022-04-30,Denmark,South America,7792,6.666723705712746
2022-04-30,Denmark,Asia,1525,6.666666666666667
2022-04-30,Germany,Asia,1322,6.666666666666667
2022-04-30,India,Europe,1977,6.666891481756256
2022-04-30,Italy,Asia,1367,6.666991806476785
2022-04-30,Japan,North America,3047,6.6668125328198835
2022-04-30,Japan,North America,937,6.666666666666667
2022-04-30,Japan,North America,28784,6.666682107379349
2022-04-30,South Korea,Oceania,953,6.667133062823562
2022-04-30,South Korea,South America,4924,6.666666666666667
2022-04-30,South Korea,South America,1243,6.666666666666667
2022-04-30,South Korea,Asia,9759,6.666712208984589
2022-04-30,South Korea,Asia,214,6.668744157058273
2022-04-30,South Korea,Asia,24769,6.666684610291386
2022-04-30,South Korea,Oceania,2577,6.666839136958659
2022-04-30,South Korea,Oceania,2842,6.6668230547280025
2022-05-31,Australia,Asia,11197,6.666666666666667
2022-05-31,Austria,Europe,9772,6.666666666666667
2022-05-31,Belgium,Asia,18797,6.666690311185512
2022-05-31,Belgium,Oceania,18031,6.666691315664932
2022-05-31,Belgium,Oceania,6996,6.666730195637466
2022-05-31,Canada,Asia,798,6.666666666666667
2022-05-31,Canada,Asia,3746,6.666785313851466
2022-05-31,Canada,South America,15238,6.6666958336432325
2022-05-31,Canada,South America,3811,6.666783290182632
2022-05-31,Denmark,Asia,10293,6.666666666666667
2022-05-31,Denmark,Asia,5142,6.666753101946091
2022-05-31,Denmark,Asia,921,6.666666666666667
2022-05-31,Denmark,Asia,5100,6.666666666666667
2022-05-31,Denmark,South America,569,6.667447855636278
2022-05-31,Denmark,Asia,6116,6.666666666666667
2022-05-31,Denmark,Asia,17732,6.666691731302095
2022-05-31,Finland,North America,8658,6.666718000446605
2022-05-31,Finland,North America,6663,6.666733370687584
2022-05-31,India,Europe,542,6.667486775741173
2022-05-31,India,Europe,20464,6.666666666666667
2022-05-31,Italy,South America,6535,6.666734677221905
2022-05-31,Italy,North America,14363,6.666697610515958
2022-05-31,Japan,Asia,1754,6.666666666666667
2022-05-31,Japan,North America,24587,6.666684743115585
2022-05-31,New Zealand,North America,4238,6.666666666666667
2022-05-31,South Korea,Asia,4134,6.666666666666667
2022-06-30,Australia,Asia,410,6.666666666666667
2022-06-30,Australia,Asia,10892,6.666707471584475
2022-06-30,Belgium,Asia,85454,6.666666666666667
2022-06-30,Belgium,Asia,111,6.666666666666667
2022-06-30,Denmark,Asia,20465,6.666688384032524
2022-06-30,Denmark,Asia,406,6.667761537198226
2022-06-30,Denmark,Asia,5777,6.666666666666667
2022-06-30,Denmark,Asia,37486,6.666678522965948
2022-06-30,Finland,North America,9046,6.666715798627744
2022-06-30,India,Europe,10634,6.666708461591508
2022-06-30,India,Europe,2989,6.666815363340323
2022-06-30,India,Europe,1931,6.66689683745339
2022-06-30,India,Europe,6722,6.666666666666667
2022-06-30,Italy,Asia,909,6.6671556403109875
2022-06-30,Italy,South America,69502,6.666666666666667
2022-06-30,Italy,North America,9672,6.666712618642256
2022-06-30,Italy,South America,2827,6.666823884539194
2022-06-30,Japan,North America,12506,6.666702205353192
2022-06-30,Japan,Asia,8402,6.666719564544668
2022-06-30,Netherlands,North America,16248,6.666666666666667
2022-06-30,Netherlands,North America,9464,6.666666666666667
2022-06-30,Netherlands,Europe,563,6.667456181904311
2022-06-30,South Korea,Oceania,311,6.668096054888507
2022-07-31,Austria,Europe,35857,6.666679061604078
2022-07-31,Austria,Europe,3928,6.666666666666667
2022-07-31,Austria,Europe,27308,6.666666666666667
2022-07-31,Austria,Europe,8365,6.666719798523997
2022-07-31,Belgium,Asia,68161,6.666666666666667
2022-07-31,Canada,South America,1254,6.667021106916901
2022-07-31,Denmark,Asia,148259,6.666666666666667
2022-07-31,Denmark,Asia,1640,6.666937680393511
2022-07-31,Finland,North America,43628,6.666676853819952
2022-07-31,Finland,North America,11641,6.666704846117723
2022-07-31,Germany,Asia,3607,6.666666666666667
2022-07-31,Germany,Asia,2173,6.666666666666667
2022-07-31,India,Europe,2842,6.6668230547280025
2022-07-31,Italy,South America,762,6.66724997812582
2022-07-31,Italy,Asia,330,6.666666666666667
2022-07-31,Japan,Asia,38113,6.666678327916682
2022-07-31,Netherlands,Europe,1220,6.666666666666667
2022-07-31,Netherlands,North America,6190,6.666738467834872
2022-07-31,Norway,Europe,71980,6.666672841227046
2022-07-31,Norway,Europe,4815,6.666666666666667
2022-07-31,South Korea,Oceania,2157,6.666872720529146
2022-08-31,Belgium,Oceania,9625,6.66671284303268
2022-08-31,Belgium,Oceania,89,6.666666666666667
2022-08-31,Belgium,Oceania,22671,6.666666666666667
2022-08-31,Canada,Asia,630,6.667372208699334
2022-08-31,Canada,Asia,140,6.669842782277274
2022-08-31,Denmark,Asia,34208,6.666679659104418
2022-08-31,Denmark,Asia,3090,6.666810502923472
2022-08-31,Denmark,South America,7413,6.666726621940033
2022-08-31,Finland,North America,1091,6.667074065020777
2022-08-31,Germany,Asia,3680,6.666666666666667
2022-08-31,Germany,Asia,3260,6.666666666666667
2022-08-31,Italy,North America,10703,6.666666666666667
2022-08-31,Italy,South America,416370,6.666667734093512
2022-08-31,Japan,North America,2276,6.666666666666667
2022-08-31,Netherlands,North America,4460,6.666766319376971
2022-08-31,Norway,Europe,500,6.666666666666667
2022-08-31,Norway,Europe,1301,6.66700830173209
2022-08-31,South Korea,Asia,208,6.668804103879449
2022-09-30,Australia,Asia,2054,6.666666666666667
2022-09-30,Australia,Asia,1491,6.666666666666667
2022-09-30,Austria,Europe,603,6.667403803626713
2022-09-30,Austria,Europe,1162,6.666666666666667
2022-09-30,Belgium,Asia,1130,6.666666666666667
2022-09-30,Belgium,Asia,420,6.667725035719956
2022-09-30,Canada,Asia,16510,6.666693586487327
2022-09-30,Denmark,Asia,15697,6.666694980760574
2022-09-30,Denmark,South America,3489,6.666666666666667
2022-09-30,Finland,North America,636,6.667365551944648
2022-09-30,Finland,North America,5409,6.666748835260187
2022-09-30,Finland,North America,29985,6.6666814889255495
2022-09-30,Finland,North America,6625,6.666733753295631
2022-09-30,Germany,Asia,15021,6.666696255004127
2022-09-30,Italy,Asia,58296,6.666674290602318
2022-09-30,Italy,South America,5021,6.666666666666667
2022-09-30,Italy,Asia,12788,6.6667014216527045
2022-09-30,Japan,North America,1625,6.666666666666667
2022-09-30,Norway,Europe,802,6.667220882866406
2022-09-30,South Korea,South America,134973,6.666666666666667
2022-10-31,Belgium,Oceania,20050,6.666666666666667
2022-10-31,Canada,Asia,1581,6.666666666666667
2022-10-31,Denmark,South America,34416,6.666679580581862
2022-10-31,Denmark,Asia,4281,6.666770486186813
2022-10-31,Germany,Asia,1194,6.666666666666667
2022-10-31,Italy,Asia,3763,6.666784777832896
2022-10-31,Italy,North America,56527,6.666674529191983
2022-10-31,Italy,Asia,15785,6.666666666666667
2022-10-31,Italy,North America,35516,6.666666666666667
2022-10-31,Italy,Asia,995,6.666666666666667
2022-10-31,Japan,North America,1675,6.666932017194714
2022-10-31,Japan,North America,6916,6.666666666666667
2022-10-31,Japan,Asia,3265,6.666666666666667
2022-10-31,Netherlands,Europe,5656,6.666666666666667
2022-10-31,Netherlands,North America,28915,6.666666666666667
2022-10-31,Netherlands,North America,848,6.666666666666667
2022-10-31,New Zealand,North America,16674,6.666666666666667
2022-10-31,New Zealand,North America,3318,6.666666666666667
2022-10-31,Norway,Europe,2367,6.666854438936458
2022-10-31,Norway,Europe,4298,6.666770075540182
2022-10-31,Norway,Europe,84654,6.6666719168000865
2022-10-31,South Korea,South America,2714,6.666666666666667
2022-11-30,Austria,Europe,6717,6.666666666666667
2022-11-30,Belgium,Oceania,6350,6.666736658652585
2022-11-30,Belgium,Asia,1448,6.6669736175698695
2022-11-30,Canada,Asia,805,6.666666666666667
2022-11-30,Canada,Asia,10505,6.666666666666667
2022-11-30,Denmark,Asia,7620,6.666666666666667
2022-11-30,Denmark,Asia,9322,6.666714343948681
2022-11-30,Denmark,Asia,6988,6.666730268367377
2022-11-30,Denmark,Asia,14579,6.666666666666667
2022-11-30,India,Europe,501,6.667553899387809
2022-11-30,Japan,North America,4760,6.666760038656004
2022-11-30,Netherlands,North America,554,6.667469009507762
2022-11-30,New Zealand,North America,359,6.666666666666667
2022-11-30,Norway,Europe,13302,6.666700078685304
2022-11-30,Norway,Europe,2954,6.666817125189013
2022-11-30,South Korea,Oceania,2262,6.666666666666667
2022-11-30,South Korea,Asia,16570,6.666693489010216
2022-11-30,South Korea,Oceania,331,6.666666666666667
2022-11-30,South Korea,Asia,346,6.667951435729427
2022-11-30,South Korea,Asia,3740,6.666785504197936
2022-11-30,South Korea,Oceania,5394,6.666666666666667
2022-11-30,South Korea,Oceania,4775,6.666759745336758
2022-11-30,South Korea,South America,131850,6.666666666666667
2022-12-31,Belgium,Asia,268,6.668325454093058
2022-12-31,Belgium,Oceania,25295,6.666684237159484
2022-12-31,Belgium,Asia,982,6.667119288478513
2022-12-31,Canada,South America,4286,6.666666666666667
2022-12-31,Denmark,Asia,14114,6.666666666666667
2022-12-31,Denmark,South America,2661,6.666833692438743
2022-12-31,Denmark,Asia,3650,6.666666666666667
2022-12-31,Denmark,South America,2719,6.666666666666667
2022-12-31,Germany,Asia,8262,6.666720460909069
2022-12-31,Italy,Asia,244,6.666666666666667
2022-12-31,Italy,North America,12966,6.666700944526426
2022-12-31,Italy,Asia,224,6.666666666666667
2022-12-31,Italy,Asia,68381,6.666673166204225
2022-12-31,Japan,Asia,2281,6.666861518676565
2022-12-31,Japan,North America,9536,6.666666666666667
2022-12-31,Japan,Asia,5648,6.666666666666667
2022-12-31,Netherlands,Europe,1457,6.666666666666667
2022-12-31,New Zealand,North America,42016,6.666666666666667
2022-12-31,Norway,Europe,1900,6.666666666666667
2022-12-31,Norway,Europe,2743,6.666828699202799
2022-12-31,South Korea,South America,2125,6.666666666666667
2023-01-31,Australia,Asia,337,6.66798575385833
2023-01-31,Australia,Asia,34871,6.666679412079593
2023-01-31,Austria,Europe,876,6.666666666666667
2023-01-31,Belgium,Asia,20724,6.666688112616974
2023-01-31,Canada,Asia,3764,6.666784746453179
2023-01-31,Canada,South America,3731,6.666666666666667
2023-01-31,Canada,South America,975,6.666666666666667
2023-01-31,Denmark,South America,53925,6.666666666666667
2023-01-31,Denmark,Asia,53229,6.666666666666667
2023-01-31,Denmark,Asia,23648,6.666666666666667
2023-01-31,Denmark,Asia,955,6.666666666666667
2023-01-31,Denmark,Asia,8674,6.666717905755943
2023-01-31,Denmark,Asia,6983,6.666730313908195
2023-01-31,Denmark,Asia,3781,6.666784215537609
2023-01-31,India,Europe,29799,6.666666666666667
2023-01-31,India,Europe,576,6.667438360921403
2023-01-31,Italy,North America,8100,6.666721536802772
2023-01-31,Italy,Asia,5083,6.666754105241068
2023-01-31,Italy,South America,6212,6.666666666666667
2023-01-31,Italy,South America,4046,6.666666666666667
2023-01-31,Japan,Asia,823,6.666666666666667
2023-01-31,Netherlands,North America,1388,6.666986886978241
2023-01-31,Norway,Europe,3709,6.666786497465578
2023-01-31,South Korea,Asia,9064,6.666666666666667
2023-02-28,Australia,Asia,5708,6.666666666666667
2023-02-28,Australia,Asia,563,6.666666666666667
2023-02-28,Austria,Europe,2954,6.666817125189013
2023-02-28,Austria,Europe,736,6.666666666666667
2023-02-28,Belgium,Asia,29307,6.666681831830465
2023-02-28,Belgium,Asia,842,6.666666666666667
2023-02-28,Belgium,Asia,3282,6.666666666666667
2023-02-28,Belgium,Asia,770,6.667243917222271
2023-02-28,Canada,Asia,1536,6.666666666666667
2023-02-28,Canada,Asia,2422,6.666850174791489
2023-02-28,Canada,Asia,99533,6.666671131967041
2023-02-28,Canada,Asia,4829,6.666758704475799
2023-02-28,Denmark,Asia,1943,6.666666666666667
2023-02-28,Denmark,Asia,1117,6.667064581592455
2023-02-28,Denmark,Asia,22144,6.666686737375775
2023-02-28,Finland,North America,57991,6.666674330699972
2023-02-28,Finland,North America,2984,6.666815612502513
2023-02-28,Germany,Asia,1196,6.666666666666667
2023-02-28,Germany,Asia,4864,6.666666666666667
2023-02-28,Germany,Asia,10255,6.666710006240899
2023-02-28,India,Europe,749,6.667260103257967
2023-02-28,India,Europe,17691,6.666666666666667
2023-02-28,Italy,South America,7659,6.666724696215313
2023-02-28,Italy,North America,1274,6.666666666666667
2023-02-28,Japan,Asia,6101,6.666739515265424
2023-02-28,Netherlands,Europe,46097,6.66667630818536
2023-02-28,Netherlands,Europe,1154,6.666666666666667
2023-02-28,Netherlands,North America,2946,6.666666666666667
2023-02-28,Netherlands,North America,116,6.6705002875215635
2023-02-28,New Zealand,North America,1903,6.666666666666667
2023-02-28,New Zealand,North America,3864,6.666781690505358
2023-02-28,New Zealand,North America,1706,6.666927195279222
2023-02-28,New Zealand,North America,6321,6.666666666666667
2023-02-28,Norway,Europe,3551,6.666791829378192
2023-02-28,Norway,Europe,182150,6.666669106659019
2023-02-28,Norway,Europe,2025,6.66688615263054
2023-02-28,South Korea,South America,4582,6.666763665992521
2023-02-28,South Korea,South America,35547,6.666679169698651
2023-02-28,South Korea,Asia,5474,6.666666666666667
2023-02-28,South Korea,South America,2187,6.6668698939153765
2023-02-28,South Korea,Asia,4467,6.666666666666667
2023-03-31,Australia,Asia,20431,6.666688420173332
2023-03-31,Australia,Asia,282,6.66824308347127
2023-03-31,Australia,Asia,7793,6.666666666666667
2023-03-31,Austria,Europe,31987,6.666680561229168
2023-03-31,Austria,Europe,1456,6.666666666666667
2023-03-31,Belgium,Oceania,22833,6.666686131727855
2023-03-31,Belgium,Oceania,6262,6.666737642261708
2023-03-31,Belgium,Oceania,92110,6.666671491818834
2023-03-31,Belgium,Oceania,7561,6.6667254483573455
2023-03-31,Belgium,Asia,21970,6.666686896334081
2023-03-31,Canada,South America,13858,6.666698738147583
2023-03-31,Canada,South America,5502,6.666747446352192
2023-03-31,Denmark,South America,1161,6.666666666666667
2023-03-31,Denmark,South America,198,6.668912091613338
2023-03-31,Denmark,Asia,2149,6.666666666666667
2023-03-31,Denmark,Asia,3268,6.666666666666667
2023-03-31,Denmark,Asia,4201,6.666666666666667
2023-03-31,Germany,Asia,1519,6.666959269662922
2023-03-31,Italy,Asia,823,6.667206740116656
2023-03-31,Italy,South America,11555,6.666705130276246
2023-03-31,Italy,North America,8100,6.666721536802772
2023-03-31,Japan,Asia,3365,6.666666666666667
2023-03-31,Netherlands,North America,5910,6.666666666666667
2023-03-31,New Zealand,North America,7808,6.666666666666667
2023-03-31,South Korea,South America,12423,6.666666666666667
2023-03-31,South Korea,South America,1747,6.666666666666667
2023-04-30,Belgium,Asia,1315,6.6670046643682825
2023-04-30,Belgium,Oceania,7427,6.666666666666667
2023-04-30,Canada,South America,90814,6.666666666666667
2023-04-30,Canada,Asia,16453,6.666666666666667
2023-04-30,Denmark,Asia,519,6.667523124357657
2023-04-30,Denmark,South America,1310,6.667005954501501
2023-04-30,Denmark,Asia,1464,6.666970262762422
2023-04-30,Denmark,Asia,2505,6.666844094320541
2023-04-30,Denmark,Asia,12763,6.666666666666667
2023-04-30,Germany,Asia,2693,6.666831707679359
2023-04-30,Germany,Asia,738,6.666666666666667
2023-04-30,India,Europe,633,6.667368864546029
2023-04-30,Italy,South America,196,6.668935011908812
2023-04-30,Japan,Asia,4923,6.666756947077623
2023-04-30,Japan,Asia,3103,6.666666666666667
2023-04-30,Japan,North America,2962,6.666666666666667
2023-04-30,Netherlands,Europe,2943,6.666817687567959
2023-04-30,Netherlands,North America,320,6.666666666666667
2023-04-30,Netherlands,Europe,2921,6.666666666666667
2023-04-30,Netherlands,Europe,11275,6.666666666666667
2023-04-30,New Zealand,North America,13960,6.666666666666667
2023-04-30,Norway,Europe,3348,6.6667994185467645
2023-04-30,South Korea,Oceania,5689,6.666666666666667
2023-04-30,South Korea,Asia,7764,6.666666666666667
2023-04-30,South Korea,Asia,2829,6.666666666666667
2023-04-30,South Korea,South America,758,6.667253056557305
2023-04-30,South Korea,Asia,9039,6.666666666666667
2023-05-31,Australia,Asia,397,6.666666666666667
2023-05-31,Australia,Asia,393,6.666666666666667
2023-05-31,Australia,Asia,26289,6.666683572808838
2023-05-31,Australia,Asia,18259,6.666666666666667
2023-05-31,Austria,Europe,11857,6.666666666666667
2023-05-31,Austria,Europe,7214,6.666666666666667
2023-05-31,Belgium,Asia,425,6.666666666666667
2023-05-31,Canada,South America,178,6.666666666666667
2023-05-31,Canada,Asia,19217,6.666666666666667
2023-05-31,Denmark,South America,3265,6.666666666666667
2023-05-31,Denmark,Asia,810,6.667215408675611
2023-05-31,Denmark,Asia,8980,6.666666666666667
2023-05-31,Denmark,Asia,223961,6.666668651139752
2023-05-31,Germany,Asia,15740,6.666694903409163
2023-05-31,Germany,Asia,3112,6.666666666666667
2023-05-31,Italy,Asia,9176,6.666666666666667
2023-05-31,Italy,South America,3332,6.666666666666667
2023-05-31,Italy,North America,430,6.666666666666667
2023-05-31,Italy,South America,232442,6.666668578733212
2023-05-31,Italy,North America,4334,6.666666666666667
2023-05-31,Italy,South America,8226,6.666666666666667
2023-05-31,Italy,South America,100744,6.666671078291563
2023-05-31,Italy,North America,295548,6.666668170464847
2023-05-31,Netherlands,North America,1222,6.666666666666667
2023-05-31,Netherlands,Europe,38020,6.666678356441095
2023-05-31,Netherlands,North America,25509,6.666666666666667
2023-05-31,Netherlands,Europe,22291,6.666666666666667
2023-05-31,New Zealand,North America,50801,6.666666666666667
2023-05-31,South Korea,South America,1612,6.666666666666667
2023-05-31,South Korea,Asia,824,6.667206084634679
2023-06-30,Austria,Europe,14143,6.6666980918621315
2023-06-30,Belgium,Oceania,2640,6.666666666666667
2023-06-30,Canada,Asia,14043,6.666698315641556
2023-06-30,Canada,South America,30343,6.666666666666667
2023-06-30,Canada,Asia,16649,6.666666666666667
2023-06-30,Denmark,Asia,40473,6.666666666666667
2023-06-30,Denmark,Asia,6359,6.666666666666667
2023-06-30,Denmark,Asia,239,6.6685267857142865
2023-06-30,Denmark,Asia,384,6.667824275047751
2023-06-30,Germany,Asia,43064,6.666666666666667
2023-06-30,India,Europe,2427,6.666849796725635
2023-06-30,India,Europe,1245,6.666666666666667
2023-06-30,Italy,South America,3126,6.666808846424535
2023-06-30,Italy,South America,450,6.667654467328493
2023-06-30,Italy,North America,11018,6.666707004943456
2023-06-30,Japan,Asia,10869,6.666707557932701
2023-06-30,Netherlands,North America,471,6.6676104190260475
2023-06-30,Netherlands,North America,40622,6.6666776076635115
2023-06-30,Netherlands,North America,8709,6.666666666666667
2023-06-30,Netherlands,Europe,3068,6.66681153436624
2023-06-30,New Zealand,North America,3458,6.666795195588887
2023-06-30,New Zealand,North America,22625,6.666666666666667
2023-06-30,New Zealand,North America,404,6.666666666666667
2023-06-30,New Zealand,North America,6211,6.666738225065476
2023-06-30,New Zealand,North America,22794,6.666666666666667
2023-06-30,South Korea,Oceania,85972,6.666666666666667
2023-07-31,Australia,Asia,106441,6.666670842169742
2023-07-31,Australia,Asia,765,6.667247690430539
2023-07-31,Belgium,Asia,50251,6.666666666666667
2023-07-31,Canada,Asia,8308,6.666666666666667
2023-07-31,Canada,South America,10643,6.666666666666667
2023-07-31,Denmark,Asia,488,6.666666666666667
2023-07-31,Germany,Asia,3042,6.666666666666667
2023-07-31,India,Europe,100904,6.666666666666667
2023-07-31,India,Europe,82372,6.666666666666667
2023-07-31,India,Europe,27739,6.666666666666667
2023-07-31,Italy,South America,1187,6.667041114356325
2023-07-31,Italy,South America,12251,6.666666666666667
2023-07-31,Italy,Asia,14278,6.666666666666667
2023-07-31,Japan,North America,8565,6.666718557840497
2023-07-31,Japan,Asia,2535,6.66684199452977
2023-07-31,Netherlands,North America,1460,6.666666666666667
2023-07-31,Netherlands,North America,1159,6.667050161067649
2023-07-31,New Zealand,North America,6308,6.666666666666667
2023-07-31,New Zealand,North America,1487,6.666666666666667
2023-07-31,South Korea,Oceania,27015,6.666683118472746
2023-08-31,Australia,Asia,101579,6.666671042027087
2023-08-31,Australia,Asia,2811,6.666666666666667
2023-08-31,Austria,Europe,6873,6.666731332570277
2023-08-31,Austria,Europe,11196,6.666666666666667
2023-08-31,Belgium,Oceania,4479,6.666765896642057
2023-08-31,Belgium,Asia,8893,6.666666666666667
2023-08-31,Denmark,South America,6460,6.6667354668262835
2023-08-31,Denmark,Asia,5561,6.666666666666667
2023-08-31,Denmark,Asia,9327,6.666666666666667
